extraneus,extraneus,extrane ,extraneorum extraneo extranei extraneos extraneus extranea extraneas extraneis extranearum extraneum extraneam extraneae,4
extremus,extremus,extrem ,extremissimum extremissima extremi extremissimi extremarum extremorum extremiore extremissimam extremissimos extremissimorum extremis extremam extremas extremior extremissimis extremissimus extremiora extremum extremius extremiorum extremiorem extremiori extremioribus extremiores extreme extremae extremissimarum extremissimae extremos extremus extremioris extremo extremissime extremissimo extremissimas extrema,108
faber,faber,fabe ,fabrum fabris fabri fabro fabros fabrorum faber,9
fabula,fabula,fabul ,fabulam fabulas fabula fabulis fabularum fabulae,166
fabulosus,fabula,fabulos ,fabulosiorum fabulosissimam fabulosos fabulosam fabulosissimi fabulosissimarum fabulosus fabulosas fabulosissimae fabulosissima fabulose fabulosis fabulosorum fabulosissime fabulosissimorum fabulosum fabulosiores fabulosissimos fabulosiore fabulosissimum fabulosissimis fabulosae fabulosiori fabulosi fabulosior fabulosa fabulosioris fabulosissimas fabulosarum fabuloso fabulosissimo fabulosioribus fabulosius fabulosissimus fabulosiorem fabulosiora,32
facies,facies,faci ,faciebus facierum faciei faciem facie facies,50
facinus,facinus,facin ,facinoribus facinore facinora facinori facinus facinorum facinoris,43
facultas,facultas,facult ,facultatibus facultatum facultati facultates facultatem facultatis facultate facultas,64
faetus,faetus,faet ,faetus foetus fetus feti feto fetum faetum faeto faeti foeti foetum foeto,28
faex,faex,faex ,faeces faex faecis faeci faecem faece faeces faecibus,3
fama,fama,fam ,famarum famas fama famis famam famae,150
farina,farina,farin ,farinas farinis farinarum farinae farina farinam,8
faux,faux,fauc ,faucium fauces faucis faucibus,2
fax,fax,fax ,facibus faci faces facum facis fax face facem,6
febris,febris,febr ,febrium febribus febres febri febris febrim,8
femor,femor,femo ,femor femoris femori femorem femore,5
fermentum,fermentum,ferment ,fermenti fermentum fermenta fermentis fermentorum fermento,22
Fernel,Fernel,fernel ,Fernel Fernelius Fernelii Fernelio Fernelium,5
ferreus,ferrum,ferre ,ferrei ferreo ferream ferreum ferreos ferreus ferreorum ferrea ferreae ferrearum ferreis ferreas,3
ferrum,ferrum,ferr ,ferris ferri ferra ferrorum ferro ferrum,208
fetus,fetus,fet ,fetu foetus fetuum fetum fetui fetus fetibus foetu fetibus fetum fetu fetus fetui fetuum,61
figmentum,figmentum,figment ,figmenti figmenta figmentis figmentum figmentorum figmento,18
figo,fixio,fig ,fixura figebas fivaturos figatu fivende fivendo figemus figavit fives fixerant figavissent fivatura fixum fivebat figaturarum figam figentes figebam fivimur fivamini fivitur figatarum fivavisse fixorum fivi fixe figavissetis figaveras fivunto fivatorum figatam fivemini fivavisset fivebam figati fixurarum figeretis fivata fivemus fivendos fiximus figendo figetur fixurae figo fiventum fivar fivite fiventis figenti fiventium figaturos fixissetis fivis figor fivemur fivavimus figato fiventi figaverant figebar figendus figebamini figebat figentis figeres figatis fivavere figentium figis fivavi figentur fixerit fivatur figavisset fivaveris fivaris figare figaverimus figebare figuntor fixistis fixissem figebatis figendas fivaverint figetis fivavissent figavissemus fixeris figatura figemur fixeratis figenda figere figereris figendi fivor fixurum figavimus fivati fivebas figatum figant figebant fivaturas figavisti fivavissetis fixos fivendam fivato figeris figamur fiventia fivitis fivantur fivaturus figavere fivebamini figendam fixisset fivaveram fivamus figaturo fivavisses figet fixerat fivebantur fixam fixisti figas fivature figerem fixus fivo fixere fivavissemus fivendus fivebar figitur fivaveramus figent fivuntur fixas fivaturis figaverat fivatum fivaturam figeremini fivent fivente fivendi fivaverat fivaturae fivendis fivatos fivatae fiventibus fixisse figaturi fivavero fixerimus fixa fivare figentem fivamur fivaverit figeremus fivaturo fiveretis figentum fixuram figaturum figaverint fivam figebamus figavero fixurus five figaverim fiveremini figentibus fixi figaveram fivaturum figavistis figunt figitote fivenda fivaverant figeretur figature fivas fixuras fixeramus fivebamus fivebant fivendas figendum figemini fivaturarum fivaveras fivavissem figebaris figerer figaverit fiveret fixis figentia fivit fixeritis fivatus fivatu figi figimus fixo fivetur figata fivens figavisses figamus fixeras fiverer figes figerent fiveres fivaveritis figendorum figitor figate fixuris fivebatur fixerint fixerim figatur figit fivimus fixarum fiverent figens fivebamur fivebatis fixissent fige fivaverimus figerentur figendarum fixeram fixurorum fiverentur figaturis fivereris figaturus fiventem fivatam figitis figaveritis fivant figite fivat fiveremus fiveretur figavisse figaverunt figaturas fivitor fivavit fivebare figatas fivebaris figar figatorum fivunt figantur fivendum figito figaturae figerere figavi figatus fixissemus figamini fivendae fiveremur fixae figat fivatas fivaturorum figatae figatos fixerunt figimur figaturorum figente fivatis fixuros fixuro figaveramus fiveris figaveris figavissem figebantur fivito fivuntor fivaverim figebamur fivimini fiverem fivetis figeremur figende figimini fixuri fivavisti fixero fiverere fivavistis fivate figaveratis figendos figaris figeret figaturam fivaveratis fixit fiventes fivere fivaturi fivaverunt fivitote fixure fixu figebatur fiventur figuntur fivatarum figunto fivendarum fivendorum figendis fixisses figendae fivet,78
figura,figura,figur ,figuram figuras figuris figurarum figurae figura,41
fimum,fimum,fim ,fimorum fima fimi fimis fimo fimum,70
fixio,fixio,fixi ,fixionem fixionis fixioni fixio fixionem,6
fixitas,fixitas,fixit ,fixitatis fixitati fixitas fixitatem fixitate,3
flamma,flamma,flamm ,flammarum flammae flammas flammam flamma flammis,42
flammo,flammo,flamm ,flammaturi flammantes flammavissem flammanti flammatura flammandum flammabunt flammabitur flammaverunt flammatam flammate flammavero flammavisset flammabimini flammaris flammavissent flammaturam flammanda flammet flammavissetis flammans flammat flammabere flammaveras flammaverim flammantia flammaret flammabat flammavistis flammatorum flammaveramus flammaberis flammere flammaverat flammaturorum flammaturarum flammabamur flammaverant flammatur flammetis flammaturus flammatae flammantum flammantis flammabimus flammem flammaveratis flammaverit flammabamini flammande flammas flammabare flammabam flammatum flammandam flammabimur flammemini flammandi flammarere flammaturum flammareris flammaremini flamma flammaretis flammatus flammabo flammarent flammantium flammator flammatis flammare flammentur flammatote flammato flammatos flammandos flammemur flammati flamment flammavisses flammantem flammabor flammaturae flammaturos flammor flammabar flammando flammaverimus flammasse flammatarum flammetur flammata flammo flammaverint flammabuntur flammabatis flammabantur flammandus flammaturis flammandarum flammes flammabaris flammabatur flammandae flammaturas flammavimus flammaveritis flammabas flammavit flammares flammer flammamini flammant flammaremus flammeris flammabant flammabamus flammante flammantur flammaremur flammatu flammantor flammature flammavi flammandis flammarem flammaretur flammatas flammaveris flammaveram flammabis flammamur flammantibus flammavissemus flammarer flammamus flammandorum flammavisti flammanto flammaturo flammabit flammarentur flammemus flammabitis flammavere flammari flammandas,38
flos,flos,fl ,flore florum floribus florem floris flores flos flori,24
fluctus,fluctus,fluct ,fluctum fluctu fluctibus fluctuum fluctus fluctui,40
fluo,fluxio,flu ,flueretur fluxerunt fluaverim fluens fluebaris fluendam fluxere fluaturas fluxos fluentem fluaturo fluxerant fluebamur fluor fluar fluximus fluxissem fluentum fluebare fluendis fluite fluerer fluemur fluamur fluebantur fluerere fluendos fluxu fluxisset fluebat fluaverunt fluavisses flueremini fluxuris fluavissetis fluatas fluxuri flueres fluamini fluant fluaturam fluavi fluavisse fluxae fluentium fluxas fluaveratis fluxeritis fluxerat fluxuras fluxo fluxerim fluebam fluitur fluunt fluimini fluas fluaveras fluebamini fluo fluent fluatam fluetur fluxissemus fluendorum fluendas flue fluere fluaverint fluavistis fluerent fluentur fluare fluaturarum fluxurae fluat fluetis fluxerint fluebar fluatorum fluebas fluatu fluavit fluxissetis fluxisse fluatos fluxisses fluuntur fluerem fluito fluxistis fluaturum fluendum fluaris fluendi fluendae fluentibus fluxa fluxam fluatis fluavero fluereris flueretis fluato fluaturae fluxurorum fluente fluata fluaveris fluatus fluit fluaverant fluxerimus fluendo fluentia fluavissent fluendarum fluitote fluaturus fluxurarum fluavissemus fluatum fluxerit flueremus fluxuros fluxis fluxeris fluamus fluxuram fluavere fluatae fluxero fluxura fluxit fluerentur fluatarum fluxeratis fluxure flueris fluate fluaturi fluam fluavissem fluaverit fluet fluature fluemus fluavisset flui fluxisti fluis fluxe fluunto fluuntor fluatura fluaveram flueremur fluentes fluxuro flueret fluaveramus fluebamus fluxurus fluendus fluxum fluxus fluxeras fluitis fluende fluxi fluenti fluebant fluavimus fluaverimus fluimus fluavisti flues fluitor fluaturorum fluxorum fluaveritis fluxeramus fluaturis fluxissent fluxeram fluimur fluantur fluxarum fluaverat fluentis fluaturos fluati fluxurum fluatur fluebatis fluemini fluenda fluebatur,24
fluvius,fluvius,fluv ,fluvium fluvio fluviis fluvios fluviorum fluvius fluvii fluvi fluuios,5
fluxio,fluxio,fluxi ,fluxione fluxionis fluxionum fluxio fluxionibus fluxioni fluxiones fluxionem,38
fodina,fodina,fodin ,fodinarum fodinas fodinae fodinis fodinam fodina,62
fodio,fodio,fodi ,fossuros fodiaturam fodiare fossuris fodiatus fodiet foditur fodiebamini foderemur fodiavit fodiatis fodiaverimus fodiaveras fodiebatis fossure fodisti fodiaverit fodienda fodiebat fodies fodissem fodiebar fodi fossurus fossae fodiatas fodientibus fodiaturum fodiavissem fodientia fodienti fossa foderam fossuro fodiendum foderimus fossuras fodiendus fodiavisti fodiaveram fossuram fodiatorum fodiaveris foderet fodiavere fodistis fodiant fodientem fodiat fossorum fodiebamus fodisse foderas fode foderit fosse fodiebantur foditis fodimus fodiato fodias fodite fodiendarum fossurum fodientes fodunto fodit fodero foderemus fodere fodiavissent foderes fodiaturae fodiendi fossum fodiere fossi fodiatam fodiaverunt fodiens fodiavi fodiaris fodereris fosso fodiendae fodiaturarum fodientis fodito fossos foderer fodiavisse fodiatu foderim fodissemus foderant fodiendorum fodiatarum fodiavistis fodiemus fossis fodiavimus foditote fodiavisses fossus foderetur fodiende fodientur fodiaverat fodiebaris fossarum foderetis fodiebatur fodiaturus foderentur fodiaverint fossurae fossas fodiendo fodiuntor fodiamini foderunt fossam fodiar foderent fodiendis fodiaverant fodiavisset fodissetis fodiuntur fodiaturorum foderem fodiate foderemini fodiatura fodiata foderere fodiebant fodiebas fodientum fodietur fodiaturos fodiatur fodiavero fodiam fodiatum fodiendos fodiature fossu fodisses fodient fossurorum fodiaturi fodiaverim fodietis fodiaveritis fodiatae fodiendam fossurarum foderamus fodisset fodiaveramus foderitis fodiaturo fodimur fodientium fodiebam fodio fossura fodimini fodiavissetis fodiebare fodiamur fodiente fodior fodiaturis fodiebamur fodiatos fodiendas fodiaveratis foderat fodiati foderis foderatis fodiavissemus foderint fodiamus fodis fodiemini fodiunt fodieris fodiemur fodiantur fodiaturas foditor fossuri fodissent,3
foemina,foemina,foemin ,foemina foeminae foeminam foeminas foeminis,57
folium,folium,foli ,folia folium folii foliis folio foliorum,97
fons,fons,fo ,fons fontem fonte fontibus fonti fontium fontes fontis,148
forma,forma,form ,forma formam formas formarum formis formae,249
formalis,formalis,formal ,formaliissimarum formaliissimus formale formalibus formalissimo formaliem formalies formaliissima formali formaliissimas formaliores formaliioris formalissime formaliioribus formaliius formaliiorum formalissimi formalissimam formaliori formaliissimum formalissimarum formalium formaliora formaliissimo formalius formalissimis formalia formaliibus formalioris formalie formaliiora formalior formaliia formalioribus formalissimus formaliium formaliiores formalissimum formaliore formaliorem formaliiori formales formaliissime formalissimorum formalissimae formaliissimos formalem formalissimos formalissimas formaliissimis formaliior formalis formaliissimam formaliiorem formaliissimi formaliorum formaliis formalii formaliiore formaliissimae formalissima formaliissimorum,5
formica,formica,formic ,formicas formicis formicam formicae formica formicarum,12
fossilis,fossilis,fossil ,fossilis fossilii fossilium fossilia fossiliis fossilem fossile FOSSILIB,20
francia,francia,franc ,Francia Franciae Franciam Franci Franciae Francis Francorum Francos,4
frater,frater,frate ,fratris fratribus frater fratres fratre fratrem fratri fratrum,280
fraternitas,fraternitas,fraternit ,fraternitatis fraternitati fraternitate fraternitatibus Fraternitatis fraternitas fraternitatem fraternitates fraternitatum,31
fratresr,fratresr,fratres ,FratresR,7
Fridericus,Fridericus,frideric ,Fridericus Friderici Friderico Fridericum,10
frigida,frigiditas,frigid ,frigidas frigida frigidis frigidam frigidae frigidarum,5
frigiditas,frigiditas,frigidit ,frigiditatum frigiditatis frigiditatem frigiditates frigiditati frigiditate frigiditas frigiditatibus,4
frigidum,frigiditas,frigid ,frigidum frigidorum frigidis frigido frigida frigidi,49
frigus,frigiditas,frig ,frigore frigoris frigorum frigori frigus frigora frigoribus,100
frisingensis,frisingensis,frisingens ,Frisingensis Frisingensi Frisingensisem Frisingensise,4
frons,frons,fro ,frudes frus frondis frude frons fronde frudem frudi frondibus frudibus fronte frondem frondi frondes frondium frudis frudium,19
fructus,fructus,fruct ,fructibus fructum fructus fructui fructuum fructu,29
frux,frux,frux ,frux frugis frugi frugum frugem fruge fruges frugibus,5
fucus,fucus,fuc ,fuce fuco fucum fucis fucorum fucus fucos FVCORVM fuci,86
fuga,fuga,fug ,fugae fugarum fuga fugam fugas fugis,7
fugio,fuga,fugi ,fugiavissem fugisti fugiaturas fugiamus fugiebare fugientia fugeremini fugieris fugeretis fugerit fugero fugiavissemus fugiende fugiaverint fugiavisti fugiuntor fugies fugerent fugeremus fugiature fugiaturo fugiaturarum fugiar fugerim fugitor fugiatum fugietur fugiendae fugiaturae fugiatur fugiatu fugiaturi fugissetis fugiebaris fugeretur fugiatas fugiavistis fugeras fugientem fugiuntur fugerant fugiens fugiavere fugiet fugiebat fugerunt fugiavissent fugiemini fugienti fugiaveritis fugiate fugerem fugunto fugiendis fugiendas fugiendi fugiendarum fugerat fugissemus fugiente fugiatae fugiaverunt fugietis fugiatam fugiaveramus fugiaveram fuge fugiebamur fugiebatur fugientum fugiebatis fugiaverim fugerimus fugiebamini fugiata fugi fugiendus fugitis fugiam fugiaturus fugereris fugit fugiavimus fugientes fugiebam fugimus fugiatus fugiavisses fugimini fugiebamus fugerere fugiendos fugiaverant fugerer fugienda fugiere fugiavero fugiaturorum fugiaturis fugiebas fugiat fugientur fugiaturam fugiantur fugiant fugissem fugite fugiavissetis fugere fugeramus fugitote fugiaveratis fugiaverat fugiatos fugient fugientibus fugior fugis fugiebant fugerint fugito fugisses fugeres fugias fugiaturum fugiamur fugiebantur fugiemur fugiaverit fugeritis fugiatarum fugiati fugiaris fugiatis fugiavit fugio fugeremur fugiare fugientium fugerentur fugiendorum fugitur fugiamini fugiaveras fugisset fugiatura fugimur fugiato fugiatorum fugiendum fugeret fugientis fugiaturos fugiavisse fugiaveris fugiunt fugiavisset fugeram fugeratis fugissent fugiendo fugiaverimus fugeris fugiebar fugisse fugistis fugiemus fugiavi fugiendam,7
fugo,fuga,fug ,fuget fugator fugandas fugamus fugaturae fugavissem fugavisti fugaretis fuges fugabitur fugeris fugaretur fugavero fugabimur fugatur fugas fugaturi fugandarum fugaverit fugaret fugant fugo fugatote fugandos fugaremus fugandam fugandum fugabare fugaverunt fugetur fugat fugaverant fugaverimus fugandi fugabis fugavissent fugate fugandis fugabant fugabat fuger fugarere fugantibus fugatos fugabam fugabatur fugatarum fugabantur fugaturam fugaverat fugarent fugaveratis fugabunt fugavere fugabuntur fugatorum fugaremini fugabitis fugaremur fugavimus fugem fugaturarum fugature fugabamini fugaturo fugabaris fugatura fugans fugaverint fugares fugentur fugaturis fugemus fugavi fugantum fugatae fugantium fugabimus fugandae fugabamur fugaturum fugantor fugato fugemini fugaturus fugabas fugavisses fugaturas fugemur fugarentur fugatam fugaveritis fugabamus fugaveram fugaturorum fugando fugetis fuganti fugavit fugamur fugabere fugare fugabimini fugasse fugatis fugantem fugandus fugavisset fugarem fugande fugavistis fugabo fugere fugavissetis fugantur fuganto fugaveris fugabar fugaberis fugaris fugata fugantes fugavissemus fugaturos fugarer fugaveras fugante fugabatis fugent fugamini fuganda fugor fugari fuga fugatu fugaveramus fugabit fugatum fugantis fugabor fugaverim fugantia fugatas fugandorum fugati fugatus fugareris,20
fulmen,fulmen,fulmen ,fulmina fulmine fulminum fulminibus fulmini fulminis fulmen,43
fumus,fumus,fum ,fumum fumo fume fumorum fumi fumis fumos fumus,175
fundamentum,fundamentum,fundament ,fundamenta fundamentorum fundamento fundamentis fundamenti fundamentum,70
fundo,fundus,fund ,fundatis fundet fundandum fundaremini fundamur fundares fundaturorum fundabimini fundamus fundanto fundaverit fundatura fundabo fundantis fundabit fundaveram fundature fundaverat fundanda fundabare fundarentur fundaveris fundavit fundaturis fundemur fundaverint fundantur fundabimur fundabimus fundabatis fundaverunt fundaveratis fundate fundantium fundabamini fundabantur fundabant fundaverimus fundavisset fundatarum fundatum funder fundabam fundandarum fundabunt fundantibus fundaveras fundata fundemus fundabor fundarere fundavisses fundavi fundabitis fundaturum fundaberis fundandas fundaremur fundatorum fundareris fundatos fundandae fundaretur fundatus fundatas fundande fundatu fundaretis fundaveramus fundaturus fundentur fundantes fundator fundaturos fundarent fundatae fundaris fundamini fundabis fundavero fundat fundas fundant fundatote fundandam fundor fundabamus fundarer fundaverant fundare fundaturi fundanti fundemini fundere fundavissent fundantum fundatam fundabar fundandos fundabas fundetur fundabere fundatur fundante fundandi fundent fundandorum fundavisti funda fundabat fundaret fundavissem fundaremus fundasse fundavissemus fundavissetis fundaveritis fundavere fundarem fundantem funderis fundaturas fundaturam fundaturo fundati fundato fundandus fundem fundetis fundantor fundando fundaturarum fundandis fundo fundabatur fundes fundavistis fundabaris fundabuntur fundantia fundaverim fundabamur fundari fundavimus fundabitur fundans fundaturae,29
fundus,fundus,fund ,fundi fundos fundus funde fundis fundum fundorum fundo,22
funus,funus,fun ,funera funeris funeri funerum funere funus funeribus,7
furnus,furnus,furn ,furnos furnus furnis furno furnorum furni furnum furne,25
fusio,fusio,fusi ,fusionis fusionum fusioni fusione fusio fusiones fusionibus fusionem,7
galenicus,galenus,galenic ,Galenicis Galenicus Galenici Galenicum Galenico Galeniciorum Galenicos,3
galenus,galenus,galen ,Galenus Galeni Galeno Galenum,20
gallia,gallia,gall ,Gallia Galliae Galliam Galliarum Gallias Galliæ,48
gallina,gallina,gallin ,gallinam gallinas gallina gallinis gallinae gallinarum,47
gallus,gallus,gall ,gallum galli gallo gallorum gallus gallis gallos galle Gallus,54
geber,geber,gebe ,Geber Gebri Gebro Gebrum Geberi Gebero Geberum,77
gelidus,gelidus,gelid ,gelidiora gelidissimae gelidam gelidissime gelidiorem gelidissimorum gelidum gelide gelidissimum gelidioris gelidissimos gelidissimi gelidissimis gelidus gelidissimam gelido gelidi gelidissimas gelidissimarum gelidiori gelidissimus gelidiore gelidissimo gelidis gelidius gelidarum gelidioribus gelidiorum gelidae gelidissima gelidos gelidiores gelidas gelidorum gelida gelidior,5
geminus,geminus,gemin ,geminissimus geminioribus geminissimas geminissimum geminam geminae geminissimo geminissimi geminos geminissimam geminissima geminarum gemini geminiora gemino geminissimae geminior geminas geminissimos geminiori geminissime geminiorem geminum geminiores gemina geminiore geminus geminissimis geminioris geminorum geminius geminissimorum gemine geminis geminissimarum geminiorum,7
gemma,gemma,gemm ,gemmam gemma gemmas gemmarum gemmae gemmis,47
generatio,generatio,generati ,generationi generationes generationum generatione generatio generationibus generationis generationem,226
genero,generatio,gener ,generantis generatu generaverunt generantur genereris generanda generaturus generaverat generandum generavissem generentur generavissetis generantia generatos generarere generaturos generantes generavisset generatus generabitur generetur generabamur generabatur generaret generas generabam generabamus generatura generaverim generor generemus generavit generate generare generatis generavistis generantem generabo generabas generabat generabatis generanti generatorum generator generaremus generaturorum generati generandam generabar generantium generere generer generaverimus generata generavero generato generabantur generamini generantor generatas generatarum generavi generanto generatum generavere generans generaverant generaris generaverit generamus generabit generavissent generabuntur generatur generarent generareris generat generande generaturae generaturi generabitis generantibus generaturum generemini generaberis generabaris generetis generatae generaveras generem generabor generaturam generaremini generavisti generant generandus generaveris generandarum generares generarem generaturis generamur generature generaturas generaveritis generabimini generandae generaturarum generarentur generaretur generandos generante generabere generandas generari generabare generavisses generaverint generaretis generaremur generaveramus generabis generandorum generando generabimur generantum generarer generavissemus generet genero generaveram generaturo generandis generabamini generavimus generent generatam generatote generes generabant generabunt generabimus generaveratis generasse genera generemur generandi,312
gens,gens,ge ,gentem genti gentis gentium gens gentibus gentes gente,279
genus,genus,gen ,genera generis generi genus genere generibus generum,164
geometria,geometria,geometr ,geometria geometriam geometriae geometriarum geometrias Geometria geometriis,4
Germania,Germania,german ,Germania Germaniae Germaniam Germaniæ,118
germanicus,germanus,germanic ,Germanica Germanicus Germanici Germanicae Germanicam Germanico Germanicum Germanici Germanicarum Germanicorum Germanicas Germanicos Germanicis,63
germanus,germanus,german ,Germanis germanissimam germanarum germaniores germana germanissimae germanioris germani germanae germanissimorum germanior germaniorum germanorum germanissimarum germaniore germanissime germanus germaniori germanam germane germanis germaniorem germanissimus germanas germanos germanissima germanissimas germaniora germanius germanissimis germanissimi germanioribus germanum germanissimum germanissimos germano germanissimo,73
germino,germino,germin ,germinamus germinavere germinatarum germinemus germinator germinandum germinandae germinaret germinabitur germinent germinavimus germinabare germinaverit germinet germinareris germinabimur germinaremini germinaturam germinandorum germinande germinavissetis germinaveram germinatum germinatura germinabimini germinavistis germinando germinabo germinantia germinavissemus germinaturorum germinantes germinemini germinaveris germinat germinatus germinans germinaveramus germinaberis germinaverimus germinabunt germinatae germinor germinabor germinavissem germinati germinaturas germinarer germinatos germinabamus germinaremus germinaverunt germinanda germinarem germinaveratis germinabamur germinantibus germinanto germinabatis germinarere germinabat germinari germinavisti germinantor germinatur germinaturis germiner germinetis germinavissent germinandis germinabant germino germinaremur germinatis germinato germinaturi germinabis germinabimus germinandus germinabatur germinabam germinetur germinavisset germinandam germinandarum germinatu germinandas germinata germinaris germinatas germinem germinarentur germinantium germinaveritis germinavit germinabantur germinamini germinaverat germinaretur germinare germinasse germinavisses germineris germinabamini germinantis germinabit germinatorum germinaturae germinabuntur germinantum germinaturus germinatote germinavero germinanti germinas germinaveras germinatam germinabas germinaverant germines germinemur germinaturum germinares germinabere germinarent germinandi germinentur germinantur germinabar germinature germinantem germinabaris germinaturarum germinandos germinaverim germinaturos germinamur germinere germinate germinaturo germinavi germinaverint germina germinante germinaretis germinabitis germinant,7
Geryon,Geryon,geryon ,Geryonis Geryon Geryoni Geryonem Geryone,6
glacies,glacies,glaci ,glaciem glacies glaciebus glacierum glaciei glacie,12
globus,globus,glob ,globe globi globum globos globis globus globo globorum,18
gradus,gradus,grad ,gradum gradui graduum gradus gradibus gradu,139
graeci,graecia,graec ,Græci Graeci Græcorum Græcis Græcos Graecos Graecis Graecorum,12
graecia,graecia,graec ,Graecia Graeciae Graeciam Græciam Græcia Græciae,19
gramen,gramen,gramen ,gramen graminis gramini gramine graminum graminibus gramina,17
granum,granum,gran ,grana granis granum grano granorum grani,71
Gregorius,Gregorius,gregor ,Gregorius Gregorii Gregorio Gregorium,5
Guido,Guido,guid ,Guido Guidonis Guidoni Guidonem Guidone,5
gymnosophistae,gymnosophistae,gymnosophist ,Gymnosophistas gymnosophistarum gymnosophistas gymnosophistae gymnosophistis,6
haeretici,haeretici,haeretic ,haeretici haereticibus haereticorum haereticos haereticas haereticarum,4
harbardus,harbardus,harbard ,Harbardus Harbardi Harbardum Harbardo,5
harlemenses,harlemenses,harlemens ,Harlemenses Harlemensibus Harlemensium,5
harmonia,harmonia,harmon ,harmoniarum harmoniam harmonia harmonias Harmoniae harmoniae harmoniis,2
helena,helena,helen ,Helena Helenae Helenam ,29
helico,helico,helic ,Helico Helicon Helicontis Heliconti,4
henricus,henricus,henric ,Henricus Henrici Henrico Henricum,14
Heracletus,Heracletus,heraclet ,Heracletus Heracleti Heracleto Heracletum,6
herba,herba,herb ,herbis herbae herbam herba herbas herbarum,149
Hercules,Hercules,hercul ,Herculem Herculi Herculium Hercule Hercules Herculis Herculibus,98
hermaphroditus,hermaphroditus,hermaphrodit ,hermaphroditioris hermaphroditissimorum Hermaphroditus hermaphroditiorum hermaphroditius hermaphroditarum hermaphroditi hermaphroditos hermaphroditissimis hermaphroditissimos hermaphroditissimum hermaphroditiores hermaphroditum hermaphroditorum hermaphroditiori hermaphroditissimo hermaphroditam hermaphroditissima hermaphrodita hermaphroditioribus hermaphroditis hermaphroditissimas hermaphroditissime hermaphrodite hermaphroditissimi hermaphroditissimarum hermaphroditas hermaphroditiore hermaphroditior hermaphroditus hermaphrodito hermaphroditissimam hermaphroditae hermaphroditiora hermaphroditiorem hermaphroditissimae hermaphroditissimus,7
hermes,hermes,herm ,Hermes Herme Hermete Hermetes Hermetem Hermeti,108
hermetica,hermetica,hermetic ,Hermetica Hermeticae Hermeticam Hermeticarum Hermeticas Hermeticos Hermeticorum Hermeticis,2
hermodactyl,hermodactyl,hermodactyl ,hermodactyl,7
herodotus,herodotus,herodot ,Herodotus Herodoti Herodoto Herodotum,9
heros,heros,her ,heroem heroum heroi heroes heroe heroibus herois heros,22
hesperidum,hesperidum,hesperid ,Hesperidum Hesperides Hesperidibus,32
hetruria,hetruria,hetrur ,Hetruriae Hetruria Hetruriam,3
hieroglyphica,hieroglyphica,hieroglyphic ,hieroglyphica Hicroglyphicis Hicroglyphicum Hicroglyphicis Hicroglyphicorum Hicroglyphicarum Hicroglyphicam Hicroglyphicae,5
hippocrates,hippocrates,hippocrat ,Hippocrates Hippocrati Hippocratem Hippocrate Hippocraten,28
hippomenes,hippomenes,hippomen ,Hippomenes Hippomeni,4
hispania,hispania,hispan ,Hispania Hispaniam Hispaniae Hispaniarum Hispanias Hiſpaniæ Hiſpania Hiſpaniam Hiſpaniarum Hiſpanias,23
hispani,hispania,hispan ,Hiſpanis Hiſpani Hiſpanus Hiſpanum Hiſpano Hiſpanorum Hiſpanos,10
historia,historia,histor ,historiam historiis historiae historiarum historias historia,112
Holsatia,Holsatia,holsat ,Holsatiae Holsatia Holsatiam,2
homerus,homerus,homer ,Homerus Homerum Homeri Homero,33
homo,homo,hom ,homo hominem homine hominis hominum hominibus homines Homo homini,31
homogeneum,homogeneum,homogene ,homogeneum homogenea homogeneus homogenei homogeneae homogeneis,21
hora,hora,hor ,horarum horae hora horis horam horas,126
horizon,horizon,horizon ,horizontibus horizonti horizonte horizontium horizontem horizon horizontes horizontis,5
hortulanus,hortus,hortulan ,hortulanissime hortulaniora hortulanissimas hortulanissimos hortulanissimo hortulanos hortulanorum hortulano hortulaniori hortulanus hortulanioribus hortulanissimum hortulane hortulaniorum hortulanum hortulanam hortulanissimarum hortulaniores hortulanis hortulanissimorum Hortulanus hortulanas hortulanissimis hortulanissimae hortulaniore hortulanioris hortulanius hortulanissimam hortulanarum hortulanissimi hortulanae hortulanissima hortulani hortulanissimus hortulanior hortulana hortulaniorem,20
hortus,hortus,hort ,hortorum horto horti hortum hortus horte hortis hortos,54
humanus,humanus,human ,humanissimum humaniorum humanissimus humano humaniora humanissimis humane humaniorem humaniori humaniore humanae humanissimas humanioribus humanissimam humanum humanis humani humanorum humanas humanissimarum humanioris humanissime humanissimorum humanissima humanus humanior humaniores humanarum humana humanissimae humanissimo humanos humanam humanius humanissimos humanissimi,630
humectari,humectari,humectar ,humectat humectari humectans humectare,4
humiditas,humiditas,humidit ,humiditati humiditates humiditatibus humiditatum humiditatem humiditas humiditatis humiditate,30
humidus,humiditas,humid ,humido humidissimam humidiore humidissimo humidissimum humidum humidae humidissimae humidam humidi humidos humidissimorum humidus humide humidissima humidissime humidior humida humidioris humidiores humidissimus humidioribus humidorum humidiora humidissimarum humidissimis humidas humidiori humidiorem humidarum humidis humidius humidiorum humidissimi humidissimos humidissimas umidiori umidis umidissimas umide umidum umidissima umidius umidissimis umidiorem umidos umida umidus umidissimum umidissimus umidissimam umidi umidissimae umidioribus umidissimorum umidissime umidarum umidissimos umidiorum umidiora umidissimo umidam umidas umido humido umidiore umidissimi umidiores umidae umidioris umidissimarum umidior umidorum,24
